acdnt_no,engn_code,acdnt_year,acdnt_dd_dc,dfk_code,dfk_dc,tmzon_div_1_code,tmzon_div_1_dc,occrrnc_time_code,occrrnc_time_dc,legaldong_code,legaldong_name,acdnt_hcode,acdnt_hdc,acdnt_mcode,acdnt_mdc,acdnt_code,acdnt_dc,lrg_violt_1_code,lrg_violt_1_dc,x_crdnt,y_crdnt,wether_sttus_code,wether_sttus_dc,road_stle_code,road_stle_dc,hhdgw_at,acdnt_gae_code,acdnt_gae_dc,dprs_cnt,sep_cnt,slp_cnt,inj_aplcnt_cnt,wrngdo_vhcle_asort_hcode,wrngdo_vhcle_asort_hdc,wrngdo_vhcle_asort_code,wrngdo_vhcle_asort_dc,injury_dgree_1_hcode,injury_dgree_1_hdc,injury_dgree_1_code,injury_dgree_1_dc,acdnt_age_1_code,acdnt_age_1_dc,sexdstn_div_1_code,sexdstn_div_1_dc,dmge_vhcle_asort_hcode,dmge_vhcle_asort_hdc,dmge_vhcle_asort_code,dmge_vhcle_asort_dc,injury_dgree_2_hcode,injury_dgree_2_hdc,injury_dgree_2_code,injury_dgree_2_dc,acdnt_age_2_code,acdnt_age_2_dc,sexdstn_div_2_code,sexdstn_div_2_dc,spt_otlnmap_at,rdse_sttus_code,rdse_sttus_dc,acdnt_pos,acdnt_des,road_div,road_no,route_nm,otn_acdnt_no,city_idt_code,city_idt_dc,xCrdnt,yCrdnt,acdnt_frm_lv1,acdnt_frm_lv2,acdnt_frm_lv3,acdnt_sta_lv1,acdnt_sta_lv2,searchCondition,pageIndex,recordCountPerPage,searchConditionText,searchKeyword,pageUnit,zoneYn
2016062800100180,00,2016,2016년  6월 28일,2,화요일,01,주간,10,10시,4725032033,경상북도 상주시 사벌면,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,1063286,1827921,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,33,33세,1,남,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,58,58세,1,남,없음,01,포장 - 건조,중부내룩고속도로 상행선 148.8km,,101,45,중부내륙고속도로,20160006001940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016062800100577,00,2016,2016년  6월 28일,2,화요일,02,야간,23,23시,4161025936,경기도 광주시 곤지암읍,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,984076,1928377,01,맑음,299,단일로 - 기타,Y,01,사망사고,3,2,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,63,63세,1,남,300,건설기계,300,건설기계,300,상해없음,300,상해없음,43,43세,1,남,없음,01,포장 - 건조,중부고속도로 342.1k 하행선,,101,35,중부고속도로,20160003111540,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016063000100025,00,2016,2016년  6월 30일,4,목요일,02,야간,02,02시,4122025625,경기도 평택시 포승읍,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,941919,1884220,01,맑음,299,단일로 - 기타,Y,01,사망사고,2,1,1,0,100,원동기 자전거 이상,130,화물,200,부상,210,중상,56,56세,1,남,100,원동기 자전거 이상,130,화물,100,사망,100,사망,65,65세,1,남,없음,01,포장 - 건조,서해안고속도로280KM,,101,15,서해안고속도로,20160020911340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016063000100037,00,2016,2016년  6월 30일,4,목요일,02,야간,03,03시,4784038041,경상북도 성주군 초전면,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,1068384,1779141,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,50,50세,1,남,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,64,64세,1,남,없음,01,포장 - 건조,중부내륙고속도로 하행 96.1km지점 고속도로,,101,45,중부내륙고속도로,20160006061940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016070100100416,00,2016,2016년  7월  1일,5,금요일,01,주간,16,16시,4377037030,충청북도 음성군 감곡면,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,1016608,1902403,03,비,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,57,57세,1,남,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,46,46세,2,여,없음,02,포장 - 습기,소재  중부내륙고속도로 249.3km양평방면,,101,45,중부내륙고속도로,20160003191540,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016070100100422,00,2016,2016년  7월  1일,5,금요일,01,주간,16,16시,4519032000,전라북도 남원시 수지면,300,차량단독,310,공작물충돌,310,차량단독 - 공작물충돌,06,안전운전불이행,988749,1702439,03,비,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,43,43세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,02,포장 - 습기,순천-완주 고속도로 완주방향 46.5k지점,,101,27,순천완주고속도로,20160000961740,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016070400100049,00,2016,2016년  7월  4일,1,월요일,01,주간,06,06시,4790035038,경상북도 예천군 보문면,300,차량단독,340,전도전복,340,차량단독 - 전도전복,06,안전운전불이행,1096037,1859254,03,비,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,51,51세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,02,포장 - 습기,중앙고속도로  부산기점 214.6km 상행선 중앙고속도로,,101,55,중앙고속도로,20160006171940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016070800100051,00,2016,2016년  7월  8일,5,금요일,02,야간,03,03시,2820010500,인천광역시 남동구 서창동,100,차대사람,110,횡단중,110,차대사람 - 횡단중,05,과속,932664,1937552,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,33,33세,2,여,500,보행자,500,보행자,100,사망,100,사망,58,58세,1,남,없음,01,포장 - 건조,영동고속도로 0.6km 인천방향,,101,50,영동고속도로,20160010172340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016071000100074,00,2016,2016년  7월 10일,7,일요일,02,야간,04,04시,4580025031,전라북도 부안군 부안읍,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,931408,1743409,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,1,2,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,55,55세,1,남,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,34,34세,1,남,없음,01,포장 - 건조,서해안고속도로 하행선 106.6k 앞 도로 부안주차장 부근,,101,15,서해안고속도로,20160001981741,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016071300100028,00,2016,2016년  7월 13일,3,수요일,02,야간,01,01시,4719011500,경상북도 구미시 사곡동,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,1077547,1788963,01,맑음,998,기타 - 기타,Y,01,사망사고,1,1,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,54,54세,1,남,100,원동기 자전거 이상,130,화물,200,부상,210,중상,59,59세,1,남,없음,01,포장 - 건조,경부고속도로 하행선 171.1킬로미터,,101,1,경부고속도로,20160006321940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016071400100039,00,2016,2016년  7월 14일,4,목요일,02,야간,02,02시,4115010300,경기도 의정부시 장암동,300,차량단독,340,전도전복,340,차량단독 - 전도전복,06,안전운전불이행,959807,1967027,03,비,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,38,38세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,02,포장 - 습기,서울외곽순환고속도로 하행선 43.8km,,101,0,서울외곽순환고속도로,20160022971340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016071700100343,00,2016,2016년  7월 17일,7,일요일,01,주간,17,17시,4276035026,강원도 평창군 용평면,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,1078903,1953071,02,흐림,230,단일로 - 터널,Y,01,사망사고,4,13,26,0,100,원동기 자전거 이상,120,승합,200,부상,210,중상,57,57세,1,남,100,원동기 자전거 이상,110,승용,200,부상,210,중상,25,25세,1,남,없음,02,포장 - 습기,영동고속도로 인천방향 180k지점 봉평터널 내,,101,50,영동고속도로,20160005571440,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016071800100024,00,2016,2016년  7월 18일,1,월요일,02,야간,02,02시,4477040000,충청남도 서천군 비인면,200,차대차,220,측면직각충돌,220,차대차 - 측면직각충돌,06,안전운전불이행,920534,1795472,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,1,0,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,25,25세,1,남,300,건설기계,300,건설기계,200,부상,210,중상,49,49세,1,남,없음,01,포장 - 건조,서해안고속도로 173k(서울방향),,101,15,서해안고속도로,20160002051741,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016071900100583,00,2016,2016년  7월 19일,2,화요일,02,야간,20,20시,4421038036,충청남도 서산시 운산면,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,03,안전거리미확보,917023,1867540,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,41,41세,1,남,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,44,44세,1,남,없음,01,포장 - 건조,서해안고속도로 상행선 246.0킬로미터 지점,,101,15,서해안고속도로,20160002071741,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016072100100030,00,2016,2016년  7월 21일,4,목요일,02,야간,03,03시,3023011600,대전광역시 대덕구 상서동,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,992824,1823283,01,맑음,299,단일로 - 기타,Y,01,사망사고,2,0,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,42,42세,1,남,500,보행자,500,보행자,100,사망,100,사망,46,46세,1,남,없음,01,포장 - 건조,경부고속도로 부산방향 278.7km 부근 갓길,,101,1,경부고속도로,20160018711640,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016072200100049,00,2016,2016년  7월 22일,5,금요일,02,야간,04,04시,4374032000,충청북도 영동군 황간면,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,1031779,1805639,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,67,67세,1,남,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,60,60세,1,남,없음,01,포장 - 건조,경부선 부산방향 228.9km (황간 휴게소 가속차로) 경부선 (하) 황간휴게소 가속차로 갓길,,101,1,경부고속도로,20160018851640,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016072400100059,00,2016,2016년  7월 24일,7,일요일,02,야간,04,04시,4833025300,경상남도 양산시 물금읍,200,차대차,220,측면직각충돌,220,차대차 - 측면직각충돌,06,안전운전불이행,1137042,1700883,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,44,44세,1,남,100,원동기 자전거 이상,110,승용,100,사망,100,사망,53,53세,1,남,없음,01,포장 - 건조,중앙지선 고속도로 양산방면 12.1km,,101,551,중앙고속도로지선,20160009021240,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016072800100019,00,2016,2016년  7월 28일,4,목요일,02,야간,01,01시,4146510600,경기도 용인시 수지구 성복동,300,차량단독,310,공작물충돌,310,차량단독 - 공작물충돌,06,안전운전불이행,960884,1925502,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,35,35세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,01,포장 - 건조,용인서울고속도로(상) 6.4km 서수지TG,,101,171,용인-서울고속도로,20160025041340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016072800100057,00,2016,2016년  7월 28일,4,목요일,02,야간,05,05시,2723011300,대구광역시 북구 검단동,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,1100424,1769303,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,1,1,0,100,원동기 자전거 이상,130,화물,200,부상,220,경상,43,43세,1,남,100,원동기 자전거 이상,130,화물,200,부상,210,중상,56,56세,1,남,없음,01,포장 - 건조,경부고속도로 부산기점 131.5킬로미터 하행선 고속도로,,101,1,경부고속도로,20160006621940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016072800100593,00,2016,2016년  7월 28일,4,목요일,02,야간,23,23시,4719032029,경상북도 구미시 옥성면,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,1066351,1809985,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,52,52세,1,남,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,43,43세,1,남,없음,01,포장 - 건조,중부내륙고속도로 내서기점 129.8km 상행선 상주터널부근,,101,45,중부내륙고속도로,20160006641940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016072900100066,00,2016,2016년  7월 29일,5,금요일,02,야간,04,04시,4423040034,충청남도 논산시 가야곡면,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,975185,1796060,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,58,58세,1,남,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,50,50세,1,남,없음,01,포장 - 건조,호남지선 상행선 19.6km 호남선의지선(상),,101,251,호남고속도로지선,20160019511640,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016080100100158,00,2016,2016년  8월  1일,1,월요일,01,주간,10,10시,4784036031,경상북도 성주군 대가면,300,차량단독,310,공작물충돌,310,차량단독 - 공작물충돌,06,안전운전불이행,1068136,1769051,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,52,52세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,01,포장 - 건조,중부내륙고속도로 내서기점 85.4km지점 하행선,,101,45,중부내륙고속도로,20160006701940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016080600100254,00,2016,2016년  8월  6일,6,토요일,01,주간,13,13시,4136025600,경기도 남양주시 화도읍,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,984369,1959157,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,1,7,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,61,61세,1,남,100,원동기 자전거 이상,130,화물,200,부상,220,경상,51,51세,1,남,없음,01,포장 - 건조,경기춘천간고속도로 13.4km 춘천방향,,101,60,서울-춘천고속도로,20160026151340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016080900100046,00,2016,2016년  8월  9일,2,화요일,02,야간,04,04시,4122025900,경기도 평택시 청북읍,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,948819,1894612,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,41,41세,2,여,100,원동기 자전거 이상,130,화물,200,부상,210,중상,31,31세,1,남,없음,01,포장 - 건조,평택제천고속도로3.8KM,,101,40,평택음성간고속도로,20160026351340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016080900100187,00,2016,2016년  8월  9일,2,화요일,01,주간,10,10시,4313036027,충청북도 충주시 노은면,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,05,과속,1022084,1893741,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,7,5,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,62,62세,1,남,100,원동기 자전거 이상,110,승용,200,부상,220,경상,63,63세,2,여,없음,01,포장 - 건조,중부내륙고속도로 238.6k 김천방면,,101,45,중부내륙고속도로,20160003801540,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016081300100662,00,2016,2016년  8월 13일,6,토요일,02,야간,23,23시,4167011400,경기도 여주시 삼교동,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,1021039,1916160,01,맑음,230,단일로 - 터널,Y,01,사망사고,1,2,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,49,49세,1,남,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,38,38세,1,남,없음,01,포장 - 건조,소재 영동고속도로102.2k 강릉방면 강천터널내,,101,50,영동고속도로,20160003851540,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016081600100020,00,2016,2016년  8월 16일,2,화요일,02,야간,01,01시,4146310700,경기도 용인시 기흥구 공세동,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,965100,1914627,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,29,29세,2,여,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,33,33세,1,남,없음,01,포장 - 건조,경부고속도로 388.2km 하행선,,101,1,경부고속도로,20160027301340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016081600100051,00,2016,2016년  8월 16일,2,화요일,02,야간,05,05시,4874033036,경상남도 창녕군 대합면,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,1086571,1735095,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,1,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,45,45세,1,남,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,54,54세,1,남,없음,01,포장 - 건조,경남 창녕군 대합면 대합리에 있는 중부내륙고속도로 부산방면 45.3km 지점 2차로,,101,45,중부내륙고속도로,20160001982040,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016081600100537,00,2016,2016년  8월 16일,2,화요일,02,야간,20,20시,4161025936,경기도 광주시 곤지암읍,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,983650,1931769,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,2,7,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,64,64세,1,남,100,원동기 자전거 이상,110,승용,100,사망,100,사망,28,28세,2,여,없음,01,포장 - 건조,중부고속도로 343k 하남방면,,101,35,중부고속도로,20160003861540,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016081800100613,00,2016,2016년  8월 18일,4,목요일,02,야간,23,23시,4313033530,충청북도 충주시 대소원면,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,1030800,1887047,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,1,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,44,44세,1,남,100,원동기 자전거 이상,130,화물,200,부상,220,경상,30,30세,1,남,없음,01,포장 - 건조,중부내륙고속도로 양평방향 224.2km 2차로,,101,45,중부내륙고속도로,20160003911540,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016081900100573,00,2016,2016년  8월 19일,5,금요일,02,야간,21,21시,4117110200,경기도 안양시 만안구 석수동,100,차대사람,120,차도통행중,120,차대사람 - 차도통행중,06,안전운전불이행,947532,1936259,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,50,50세,1,남,500,보행자,500,보행자,100,사망,100,사망,76,76세,2,여,없음,01,포장 - 건조,제2경인고속도로 25.1km(안양),,101,110,제2경인고속도로,20160012832340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016082200100432,00,2016,2016년  8월 22일,1,월요일,01,주간,16,16시,4113510900,경기도 성남시 분당구 삼평동,300,차량단독,310,공작물충돌,310,차량단독 - 공작물충돌,06,안전운전불이행,964745,1934345,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,39,39세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,01,포장 - 건조,서울외곽순환고속도로 0.1km,,101,100,서울외곽순환고속도로,20160028161340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016082900100339,00,2016,2016년  8월 29일,1,월요일,01,주간,14,14시,4113111600,경기도 성남시 수정구 금토동,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,963940,1934068,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,1,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,45,45세,1,남,100,원동기 자전거 이상,130,화물,200,부상,210,중상,59,59세,1,남,없음,01,포장 - 건조,서울외곽순환고속도로 상행선 127.8km지점,,101,100,서울외곽순환고속도로,20160029271340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016083000100031,00,2016,2016년  8월 30일,2,화요일,02,야간,02,02시,4785031045,경상북도 칠곡군 지천면,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,1088562,1770475,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,1,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,47,47세,1,남,100,원동기 자전거 이상,130,화물,200,부상,220,경상,50,50세,1,남,없음,01,포장 - 건조,경부고속도로 상행 145.1km 고속도로,,101,1,경부고속도로,20160007611940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016083100100620,00,2016,2016년  8월 31일,3,수요일,02,야간,22,22시,2714011300,대구광역시 동구 부동,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,1107055,1766674,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,1,2,1,100,원동기 자전거 이상,140,특수,100,사망,100,사망,58,58세,1,남,100,원동기 자전거 이상,130,화물,200,부상,230,부상신고,36,36세,1,남,없음,01,포장 - 건조,경부고속도로 하행 123.6km 고속도로,,101,1,경부고속도로,20160007651940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016090200100071,00,2016,2016년  9월  2일,5,금요일,02,야간,05,05시,4825013200,경상남도 김해시 장유면,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,1122363,1687711,03,비,299,단일로 - 기타,Y,01,사망사고,1,0,1,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,68,68세,1,남,100,원동기 자전거 이상,130,화물,200,부상,220,경상,57,57세,1,남,없음,02,포장 - 습기,남해제2지선 고속도로  냉정분기점 방면 1km,,101,104,제2남해고속도로,20160011161240,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016090200100306,00,2016,2016년  9월  2일,5,금요일,01,주간,13,13시,4571025321,전라북도 완주군 봉동읍,100,차대사람,110,횡단중,110,차대사람 - 횡단중,06,안전운전불이행,963001,1771900,02,흐림,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,33,33세,1,남,500,보행자,500,보행자,100,사망,100,사망,57,57세,1,남,없음,01,포장 - 건조,하행선 183.4k 지점,,101,20,익산포항고속도로,20160007081840,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016090300100114,00,2016,2016년  9월  3일,6,토요일,02,야간,05,05시,4711334023,경상북도 포항시 북구 기계면,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,1147385,1785802,03,비,299,단일로 - 기타,Y,01,사망사고,2,1,0,0,100,원동기 자전거 이상,110,승용,200,부상,210,중상,40,40세,1,남,100,원동기 자전거 이상,110,승용,100,사망,100,사망,31,31세,1,남,없음,02,포장 - 습기,대구포항고속도로 대구기점 51km 상행선,,101,20,익산포항고속도로,20160007721940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016090400100273,00,2016,2016년  9월  4일,7,일요일,01,주간,15,15시,4825010300,경상남도 김해시 부원동,300,차량단독,310,공작물충돌,310,차량단독 - 공작물충돌,06,안전운전불이행,1126778,1693086,02,흐림,299,단일로 - 기타,Y,01,사망사고,1,1,1,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,62,62세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,01,포장 - 건조,남해고속도로 부산방면 156km,,101,10,남해고속도로,20160011471240,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016090600100027,00,2016,2016년  9월  6일,2,화요일,02,야간,01,01시,4715025030,경상북도 김천시 아포읍,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,1069319,1790240,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,55,55세,1,남,100,원동기 자전거 이상,140,특수,300,상해없음,300,상해없음,38,38세,1,남,없음,01,포장 - 건조,중부내륙고속도로 하행 108km 고속도로,,101,45,중부내륙고속도로,20160007781940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016090600100032,00,2016,2016년  9월  6일,2,화요일,02,야간,02,02시,3171037000,울산광역시 울주군 두서면,300,차량단독,340,전도전복,340,차량단독 - 전도전복,06,안전운전불이행,1151692,1743035,04,안개,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,28,28세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,02,포장 - 습기,경부고속도로 서울방면 56km,,101,1,경부고속도로,20160011541240,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016090600100393,00,2016,2016년  9월  6일,2,화요일,01,주간,17,17시,4686025000,전라남도 함평군 함평읍,300,차량단독,310,공작물충돌,310,차량단독 - 공작물충돌,06,안전운전불이행,916766,1675017,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,3,2,0,100,원동기 자전거 이상,120,승합,200,부상,210,중상,38,38세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,01,포장 - 건조,무안광주 고속도로 19.8km 무안방면,,101,12,무안-광주고속도로,20160007251840,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016090800100009,00,2016,2016년  9월  8일,4,목요일,02,야간,00,00시,4128110100,경기도 고양시 덕양구 주교동,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,941290,1963377,01,맑음,299,단일로 - 기타,Y,01,사망사고,2,0,0,0,100,원동기 자전거 이상,140,특수,300,상해없음,300,상해없음,45,45세,1,남,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,43,43세,1,남,없음,01,포장 - 건조,소재 서울외곽순환고속도로 65.3km(판교방향),,101,100,서울외곽순환고속도로,20160013992340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016090800100304,00,2016,2016년  9월  8일,4,목요일,01,주간,12,12시,4719011100,경상북도 구미시 신평동,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,1077207,1791651,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,3,0,100,원동기 자전거 이상,130,화물,200,부상,220,경상,45,45세,1,남,100,원동기 자전거 이상,130,화물,100,사망,100,사망,57,57세,1,남,없음,01,포장 - 건조,경부고속도로 부산기점 172.4km 상행선,,101,1,경부고속도로,20160007881940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
